Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,,Travel_Rarely,548,Research & Development,9,,Life Sciences,1,1772,,Male,94,3,1,Laboratory Technician,,Divorced,2289.0,20520,1,Y,No,20,,2,80,2,,2,3,,3,0,4
,No,Non-Travel,1375,Sales,10,3.0,Life Sciences,1,1774,4.0,Male,87,3,2,,3.0,Divorced,,12313,1,Y,Yes,14,,3,80,1,,3,3,,14,0,7
53.0,No,Non-Travel,661,Research & Development,1,4.0,Medical,1,1775,,Female,60,2,4,,3.0,Married,,22308,4,Y,Yes,20,,4,80,3,,2,2,,2,0,2
,,Travel_Rarely,244,,2,,Life Sciences,1,1778,2.0,Male,97,3,1,Human Resources,4.0,,3539.0,5033,0,Y,No,13,3.0,2,80,0,,5,3,9.0,7,1,8
,No,Travel_Rarely,511,Sales,3,,Life Sciences,1,1779,,Female,32,1,2,Sales Executive,4.0,Single,,25353,5,Y,No,12,3.0,1,80,0,,3,3,2.0,2,2,2
,Yes,Travel_Rarely,337,,7,,Marketing,1,1780,,Male,31,3,1,Sales Representative,2.0,,,4567,1,Y,No,13,,2,80,0,1.0,3,3,,0,1,0
,,Travel_Rarely,1153,Research & Development,6,2.0,Other,1,1782,4.0,Female,40,2,1,,,,,16376,1,Y,No,11,3.0,2,80,1,5.0,3,3,,4,0,4
22.0,Yes,Travel_Rarely,1294,Research & Development,8,1.0,Medical,1,1783,3.0,Female,79,3,1,Laboratory Technician,,Married,2398.0,15999,1,Y,Yes,17,,3,80,0,1.0,6,3,,0,0,0
31.0,,Travel_Rarely,196,,29,,Marketing,1,1784,,Female,91,2,2,Sales Executive,4.0,,,13402,1,Y,No,14,3.0,1,80,2,,3,3,12.0,7,5,7
51.0,No,Travel_Rarely,942,Research & Development,3,3.0,Technical Degree,1,1786,,Female,53,3,3,Manager,3.0,Married,,22984,2,Y,No,11,3.0,4,80,0,15.0,2,3,2.0,2,2,2
37.0,No,Travel_Rarely,589,Sales,9,,Marketing,1,1787,,Male,46,2,2,,2.0,,4189.0,8800,1,Y,No,14,,1,80,2,,2,3,,2,0,3
46.0,No,Travel_Rarely,734,,2,4.0,Medical,1,1789,3.0,Male,46,3,5,Research Director,,,19328.0,14218,7,Y,Yes,17,,3,80,1,24.0,3,3,,1,2,2
36.0,,Travel_Rarely,1383,,10,,Life Sciences,1,1790,4.0,Male,90,3,3,,1.0,Married,8321.0,25949,7,Y,Yes,13,,4,80,1,15.0,1,3,12.0,8,5,7
,Yes,Travel_Frequently,429,Research & Development,1,2.0,Medical,1,1792,,Male,99,3,1,Research Scientist,2.0,Divorced,,11092,1,Y,Yes,12,,3,80,3,,2,2,5.0,3,2,3
37.0,No,Travel_Rarely,1239,,8,,Other,1,1794,,Male,89,3,2,,2.0,Divorced,,12832,2,Y,No,13,3.0,3,80,0,19.0,4,2,10.0,0,4,7
35.0,,Travel_Rarely,303,Sales,27,3.0,Life Sciences,1,1797,,Male,84,3,2,,4.0,Single,5813.0,13492,1,Y,Yes,18,3.0,4,80,0,10.0,2,3,,7,7,7
33.0,,Travel_Rarely,867,Research & Development,8,4.0,Life Sciences,1,1798,4.0,Male,90,4,1,,,Married,,6076,6,Y,No,19,,2,80,1,,1,3,,8,7,6
28.0,,Travel_Rarely,1181,,1,,Life Sciences,1,1799,,Male,82,3,1,Research Scientist,4.0,Married,2044.0,5531,1,Y,No,11,3.0,3,80,1,5.0,6,4,5.0,3,0,3
39.0,No,Travel_Rarely,1253,,10,,Medical,1,1800,,Male,65,3,3,Research Director,,,13464.0,7914,7,Y,No,21,,3,80,0,9.0,3,3,4.0,3,2,2
46.0,,Non-Travel,849,Sales,26,2.0,Life Sciences,1,1801,2.0,Male,98,2,2,Sales Executive,2.0,Single,,25166,8,Y,No,15,3.0,3,80,0,6.0,3,3,2.0,2,2,2
40.0,No,Travel_Rarely,616,Research & Development,2,2.0,Life Sciences,1,1802,3.0,Female,99,3,1,Laboratory Technician,1.0,Married,,25605,4,Y,No,17,3.0,4,80,1,7.0,5,2,4.0,3,0,2
42.0,No,Travel_Rarely,1128,Research & Development,13,3.0,Medical,1,1803,2.0,Male,95,4,2,Healthcare Representative,1.0,,5538.0,5696,5,Y,No,18,,3,80,2,10.0,2,2,,0,0,0
35.0,No,Non-Travel,1180,,2,2.0,Medical,1,1804,2.0,Male,90,3,2,Manufacturing Director,4.0,Divorced,5762.0,24442,2,Y,No,14,3.0,3,80,1,15.0,6,3,7.0,7,1,7
,,Non-Travel,1336,Human Resources,2,3.0,Human Resources,1,1805,,Male,100,3,1,Human Resources,,,,7129,5,Y,No,13,3.0,4,80,3,,3,3,,10,3,8
34.0,Yes,Travel_Frequently,234,,9,,Life Sciences,1,1807,,Male,93,3,2,,1.0,,,6208,4,Y,No,17,,3,80,1,11.0,3,2,,1,0,7
,,Travel_Rarely,370,Research & Development,10,4.0,Medical,1,1809,,Male,58,3,2,Manufacturing Director,,Single,4213.0,4992,1,Y,No,15,,2,80,0,10.0,4,1,,3,0,8
,No,Travel_Frequently,766,Sales,20,3.0,Life Sciences,1,1812,,Male,83,3,2,Sales Executive,4.0,Divorced,4127.0,19188,2,Y,No,18,,4,80,1,7.0,6,3,,1,2,2
43.0,,Non-Travel,343,Research & Development,9,,Life Sciences,1,1813,1.0,Male,52,3,1,Research Scientist,,,2438.0,24978,4,Y,No,13,3.0,3,80,0,,2,2,3.0,2,1,2
,No,Travel_Rarely,447,,5,,Life Sciences,1,1814,2.0,Male,85,4,2,Healthcare Representative,2.0,Single,6870.0,15530,3,Y,No,12,3.0,1,80,0,11.0,3,1,,2,1,2
41.0,No,Travel_Rarely,796,Sales,4,,Marketing,1,1815,3.0,Female,81,3,3,Sales Executive,,Divorced,10447.0,26458,0,Y,Yes,13,,4,80,1,,3,4,22.0,14,13,5
30.0,No,Travel_Rarely,1092,,10,,Medical,1,1816,1.0,Female,64,3,3,Manufacturing Director,,,9667.0,2739,9,Y,No,14,3.0,2,80,0,9.0,3,3,7.0,7,0,2
26.0,,Travel_Rarely,920,Human Resources,20,,Medical,1,1818,4.0,Female,69,3,1,,,Married,,6889,0,Y,Yes,11,3.0,3,80,0,,3,3,,1,1,4
46.0,,Travel_Rarely,261,Research & Development,21,2.0,Medical,1,1821,4.0,Female,66,3,2,,,Married,8926.0,10842,4,Y,No,22,,4,80,1,13.0,2,4,,7,3,7
,No,Travel_Rarely,1194,,1,3.0,Life Sciences,1,1822,3.0,Female,52,3,2,,4.0,Divorced,,9060,4,Y,No,17,3.0,4,80,1,,3,3,5.0,3,0,3
34.0,,Travel_Rarely,810,,8,2.0,Technical Degree,1,1823,,Male,92,4,2,Sales Executive,3.0,Married,6799.0,22128,1,Y,No,21,4.0,3,80,2,,5,3,10.0,8,4,8
58.0,No,Non-Travel,350,,2,3.0,Medical,1,1824,2.0,Male,52,3,4,Manager,2.0,Divorced,,22577,4,Y,No,22,,4,80,1,37.0,0,2,,9,14,14
,No,Travel_Rarely,185,,23,4.0,Medical,1,1826,,Male,91,1,1,,,,2705.0,9696,0,Y,No,16,,2,80,1,6.0,2,4,5.0,4,0,3
47.0,No,Travel_Rarely,1001,Research & Development,4,,Life Sciences,1,1827,3.0,Female,92,2,3,Manufacturing Director,2.0,Divorced,10333.0,19271,8,Y,Yes,12,,3,80,1,,4,3,,11,14,10
40.0,No,Travel_Rarely,750,Research & Development,12,3.0,Life Sciences,1,1829,,Female,47,3,2,,1.0,Divorced,4448.0,10748,2,Y,No,12,3.0,2,80,1,15.0,3,3,,4,7,7
,,Travel_Rarely,431,Research & Development,7,,Medical,1,1830,,Female,68,3,2,,,,6854.0,15696,4,Y,No,15,3.0,2,80,1,14.0,2,2,,1,1,7
31.0,No,Travel_Frequently,1125,Sales,7,4.0,Marketing,1,1833,1.0,Female,68,3,3,,1.0,,9637.0,8277,2,Y,No,14,,4,80,2,9.0,3,3,,2,2,2
28.0,No,Travel_Rarely,1217,,1,,Medical,1,1834,3.0,Female,67,3,1,,1.0,Married,3591.0,12719,1,Y,No,25,,3,80,1,3.0,3,3,3.0,2,1,2
,,Travel_Rarely,723,Sales,2,,Marketing,1,1835,,Female,77,1,2,,,Married,5405.0,4244,2,Y,Yes,20,4.0,1,80,2,20.0,4,2,4.0,2,0,3
,,Travel_Rarely,572,,10,3.0,Medical,1,1836,,Male,46,3,2,,4.0,Single,4684.0,9125,1,Y,No,13,,1,80,0,5.0,4,3,5.0,3,1,2
58.0,No,Travel_Frequently,1216,Research & Development,15,4.0,Life Sciences,1,1837,1.0,Male,87,3,4,,,Married,,21624,2,Y,Yes,14,3.0,2,80,0,,3,3,,2,2,2
18.0,,Non-Travel,1431,Research & Development,14,,Medical,1,1839,2.0,Female,33,3,1,,,Single,,8018,1,Y,No,16,3.0,3,80,0,0.0,4,1,0.0,0,0,0
,Yes,Travel_Rarely,359,Human Resources,18,5.0,Human Resources,1,1842,,Male,89,4,1,,1.0,Married,2956.0,21495,0,Y,No,17,,3,80,0,2.0,4,3,1.0,0,0,0
,,Travel_Rarely,350,,13,3.0,Human Resources,1,1844,1.0,Male,56,2,1,,1.0,Divorced,2335.0,3157,4,Y,Yes,15,3.0,4,80,3,,3,3,,2,2,0
,No,Non-Travel,589,,2,4.0,Life Sciences,1,1845,,Female,67,3,2,Sales Executive,,Married,5154.0,19665,4,Y,No,22,4.0,2,80,2,,3,4,8.0,7,5,7
,No,Travel_Rarely,430,,2,4.0,Other,1,1847,4.0,Female,73,3,2,,2.0,,6962.0,19573,4,Y,Yes,22,4.0,4,80,1,,2,3,1.0,0,0,0
43.0,No,Travel_Frequently,1422,Sales,2,4.0,Life Sciences,1,1849,1.0,Male,92,3,2,,4.0,Married,5675.0,19246,1,Y,No,20,4.0,3,80,1,7.0,5,3,,7,7,7
27.0,No,Travel_Frequently,1297,Research & Development,5,2.0,Life Sciences,1,1850,4.0,Female,53,3,1,Laboratory Technician,,Single,2379.0,19826,0,Y,Yes,14,3.0,3,80,0,,3,2,5.0,4,0,2
29.0,No,Travel_Frequently,574,,20,1.0,Medical,1,1852,4.0,Male,40,3,1,Laboratory Technician,4.0,,3812.0,7003,1,Y,No,13,3.0,2,80,0,11.0,3,4,11.0,8,3,10
,No,Travel_Frequently,1318,Sales,10,,Marketing,1,1853,,Male,79,3,2,Sales Executive,,Single,4648.0,26075,8,Y,No,13,,3,80,0,4.0,2,4,0.0,0,0,0
,No,Non-Travel,355,Research & Development,10,,Technical Degree,1,1854,,Male,38,3,1,Research Scientist,3.0,Married,,6161,3,Y,No,22,4.0,2,80,2,10.0,1,2,,3,3,3
47.0,No,Travel_Rarely,207,Research & Development,9,4.0,Life Sciences,1,1856,,Female,64,3,1,Laboratory Technician,,,2105.0,5411,4,Y,No,12,,3,80,0,7.0,2,3,,2,2,0
,,Travel_Rarely,706,Research & Development,2,2.0,Life Sciences,1,1857,4.0,Male,82,3,3,Manufacturing Director,,Divorced,8578.0,19989,3,Y,No,14,3.0,3,80,1,,4,2,,8,4,7
28.0,No,Non-Travel,280,,1,,Life Sciences,1,1858,3.0,Male,43,3,1,,4.0,Divorced,,10494,1,Y,No,15,,2,80,1,3.0,2,3,,2,2,2
,No,Travel_Rarely,726,Research & Development,29,,Life Sciences,1,1859,,Male,93,1,2,Healthcare Representative,,,6384.0,21143,8,Y,No,17,3.0,4,80,2,,3,3,7.0,0,1,6
42.0,No,Travel_Rarely,1142,,8,3.0,Life Sciences,1,1860,4.0,Male,81,3,1,Laboratory Technician,3.0,Single,,13624,4,Y,No,13,,4,80,0,8.0,3,3,0.0,0,0,0
32.0,Yes,Travel_Rarely,414,,2,4.0,Marketing,1,1862,3.0,Male,82,2,2,,2.0,Single,,26186,7,Y,Yes,12,3.0,3,80,0,7.0,3,2,2.0,2,2,2
46.0,No,Travel_Rarely,1319,Sales,3,3.0,Technical Degree,1,1863,,Female,45,4,4,Sales Executive,,Divorced,13225.0,7739,2,Y,No,12,,4,80,1,25.0,5,3,,17,2,8
,No,Travel_Rarely,728,Sales,23,1.0,Medical,1,1864,2.0,Female,36,2,2,Sales Representative,,Married,,7018,1,Y,No,21,4.0,4,80,1,,5,3,9.0,8,5,8
29.0,No,Travel_Rarely,352,,6,1.0,Medical,1,1865,4.0,Male,87,2,1,,2.0,Married,2804.0,15434,1,Y,No,11,3.0,4,80,0,1.0,3,3,1.0,0,0,0
,,Travel_Rarely,823,Research & Development,6,3.0,Medical,1,1866,1.0,Female,81,2,5,,3.0,,19392.0,22539,7,Y,No,13,3.0,4,80,0,,2,3,,12,6,14
48.0,No,Travel_Rarely,1224,,10,,Life Sciences,1,1867,4.0,Male,91,2,5,,,Married,19665.0,13583,4,Y,No,12,3.0,4,80,0,29.0,3,3,,10,12,9
29.0,,Travel_Frequently,459,Research & Development,24,,Life Sciences,1,1868,,Male,73,2,1,,4.0,Single,2439.0,14753,1,Y,Yes,24,,2,80,0,,3,2,1.0,0,1,0
46.0,Yes,Travel_Rarely,1254,Sales,10,3.0,Life Sciences,1,1869,,Female,64,3,3,,,Married,7314.0,14011,5,Y,No,21,4.0,3,80,3,,2,3,8.0,7,0,7
27.0,No,Travel_Frequently,1131,Research & Development,15,,Life Sciences,1,1870,4.0,Female,77,2,1,Research Scientist,1.0,,4774.0,23844,0,Y,No,19,3.0,4,80,1,,2,2,7.0,6,7,3
39.0,,Travel_Rarely,835,,19,4.0,Other,1,1871,,Male,41,3,2,Research Scientist,,Divorced,3902.0,5141,8,Y,No,14,3.0,2,80,3,7.0,2,3,,2,2,2
,,Travel_Rarely,836,Research & Development,2,,Technical Degree,1,1873,2.0,Male,98,2,1,Research Scientist,,Married,,7975,8,Y,No,20,,2,80,1,19.0,2,4,,2,0,4
,,Travel_Rarely,1172,,3,,Medical,1,1875,2.0,Female,78,3,1,Sales Representative,2.0,Married,,3692,1,Y,No,19,3.0,4,80,1,1.0,3,3,1.0,0,0,0
,Yes,Travel_Rarely,945,Sales,9,,Medical,1,1876,2.0,Male,89,3,1,,,,,16019,1,Y,No,13,3.0,3,80,0,1.0,3,2,,0,0,0
,Yes,Travel_Rarely,391,Research & Development,7,,Life Sciences,1,1878,4.0,Male,75,3,1,Research Scientist,,Single,,26092,1,Y,Yes,23,4.0,1,80,0,,2,3,1.0,0,0,0
,No,Travel_Rarely,1266,Sales,10,,Technical Degree,1,1880,,Female,63,2,2,,3.0,,5673.0,6060,1,Y,Yes,13,3.0,1,80,1,,4,3,10.0,9,1,7
31.0,No,Travel_Rarely,311,,20,,Life Sciences,1,1881,,Male,89,3,2,Laboratory Technician,,,,18624,1,Y,No,11,3.0,1,80,1,10.0,2,3,,8,0,2
34.0,No,Travel_Rarely,1480,Sales,4,3.0,Life Sciences,1,1882,,Male,64,3,3,Sales Executive,4.0,Married,9713.0,24444,2,Y,Yes,13,3.0,4,80,3,9.0,3,3,5.0,3,1,0
29.0,,Travel_Rarely,592,Research & Development,7,3.0,Life Sciences,1,1883,,Male,59,3,1,Laboratory Technician,,,2062.0,19384,3,Y,No,14,3.0,2,80,0,,2,3,,2,1,2
37.0,,Travel_Rarely,783,Research & Development,7,,Medical,1,1885,4.0,Male,78,3,2,Research Scientist,,,,13588,5,Y,Yes,22,4.0,3,80,1,16.0,2,3,5.0,3,0,4
35.0,No,Travel_Rarely,219,,16,2.0,Other,1,1886,,Female,44,2,2,Manufacturing Director,2.0,Married,4788.0,25388,0,Y,Yes,11,3.0,4,80,0,4.0,2,3,3.0,2,0,2
45.0,,Travel_Rarely,556,,25,2.0,Life Sciences,1,1888,2.0,Female,93,2,2,,,Married,5906.0,23888,0,Y,No,13,3.0,4,80,2,,2,2,9.0,8,3,8
36.0,No,Travel_Frequently,1213,Human Resources,2,1.0,Human Resources,1,1890,,Male,94,2,2,,4.0,,,4223,1,Y,No,21,4.0,4,80,0,,2,2,,1,0,8
40.0,No,Travel_Rarely,1137,,1,4.0,Life Sciences,1,1892,1.0,Male,98,3,4,,,Divorced,,18991,2,Y,No,11,3.0,1,80,1,22.0,3,3,,7,11,16
26.0,No,Travel_Rarely,482,Research & Development,1,2.0,Life Sciences,1,1893,,Female,90,2,1,,3.0,Married,,14908,1,Y,Yes,13,,3,80,1,1.0,3,2,,0,1,0
27.0,,Travel_Rarely,511,Sales,2,2.0,Medical,1,1898,,Female,89,4,2,Sales Executive,,Single,6500.0,26997,0,Y,No,14,3.0,2,80,0,,5,2,,7,0,7
48.0,,Travel_Frequently,117,Research & Development,22,,Medical,1,1900,4.0,Female,58,3,4,Manager,4.0,Divorced,17174.0,2437,3,Y,No,11,,2,80,1,,3,3,22.0,17,4,7
,No,Travel_Rarely,170,,1,4.0,Life Sciences,1,1903,2.0,Male,78,4,2,Healthcare Representative,,,,9364,2,Y,No,15,3.0,4,80,1,10.0,5,3,,0,2,2
,Yes,Non-Travel,967,Research & Development,16,4.0,Technical Degree,1,1905,4.0,Male,85,1,1,Research Scientist,,,2307.0,14460,1,Y,Yes,23,,2,80,1,,2,3,5.0,2,3,0
56.0,Yes,Travel_Rarely,1162,,24,,Life Sciences,1,1907,,Male,97,3,1,,,,,10261,1,Y,No,16,,4,80,0,5.0,3,3,4.0,2,1,0
36.0,No,Travel_Rarely,335,Sales,17,,Marketing,1,1908,3.0,Male,33,2,2,,2.0,,5507.0,16822,2,Y,No,16,,3,80,2,12.0,1,1,,2,1,3
41.0,,Travel_Rarely,337,,8,3.0,Marketing,1,1909,3.0,Female,54,3,2,,2.0,Married,4393.0,26841,5,Y,No,21,,3,80,1,14.0,3,3,5.0,4,1,4
42.0,No,Travel_Rarely,1396,Research & Development,6,,Medical,1,1911,3.0,Male,83,3,3,Research Director,1.0,Married,13348.0,14842,9,Y,No,13,3.0,2,80,1,18.0,3,4,13.0,7,5,7
,No,Travel_Rarely,1079,Sales,10,2.0,Medical,1,1912,3.0,Female,86,3,2,Sales Executive,4.0,,,20115,2,Y,Yes,11,3.0,4,80,1,8.0,2,3,5.0,2,1,4
34.0,,Travel_Rarely,735,,3,1.0,Medical,1,1915,,Female,75,2,2,,,Married,,16495,3,Y,Yes,12,3.0,3,80,0,,3,2,4.0,2,0,1
31.0,,Travel_Rarely,471,,4,,Medical,1,1916,1.0,Female,62,4,1,,3.0,Divorced,3978.0,16031,8,Y,No,12,3.0,2,80,1,,0,2,,2,2,2
,No,Travel_Frequently,1096,Research & Development,6,3.0,Other,1,1918,,Male,61,4,1,Laboratory Technician,4.0,Married,2544.0,7102,0,Y,No,18,3.0,1,80,1,,3,3,,7,7,7
45.0,,Travel_Frequently,1297,,1,4.0,Medical,1,1922,2.0,Male,44,3,2,Healthcare Representative,3.0,,5399.0,14511,4,Y,No,12,3.0,3,80,0,,3,3,4.0,2,0,3
33.0,No,Travel_Rarely,217,Sales,10,,Marketing,1,1924,2.0,Male,43,3,2,,3.0,Single,5487.0,10410,1,Y,No,14,,2,80,0,,2,2,10.0,4,0,9
28.0,No,Travel_Frequently,783,,1,2.0,Life Sciences,1,1927,3.0,Male,42,2,2,,,,,19255,1,Y,Yes,12,3.0,3,80,1,7.0,2,3,,7,0,7
29.0,,Travel_Frequently,746,Sales,24,,Technical Degree,1,1928,3.0,Male,45,4,1,Sales Representative,1.0,Single,1091.0,10642,1,Y,No,17,3.0,4,80,0,,3,3,,0,0,0
39.0,,Non-Travel,1251,Sales,21,4.0,Life Sciences,1,1929,1.0,Female,32,1,2,Sales Executive,,Married,,3987,6,Y,No,19,,3,80,1,,1,3,3.0,2,1,2
27.0,,Travel_Rarely,1354,,2,4.0,Technical Degree,1,1931,,Male,41,3,1,Research Scientist,2.0,Married,,6073,1,Y,No,11,3.0,3,80,1,6.0,3,2,5.0,3,1,2
34.0,,Travel_Frequently,735,,22,,Other,1,1932,,Male,86,2,2,,,,,26496,1,Y,Yes,15,,2,80,0,16.0,3,3,,10,6,11
,Yes,Travel_Rarely,1475,,13,,Marketing,1,1933,4.0,Female,84,3,2,Sales Executive,3.0,Single,9854.0,23352,3,Y,Yes,11,3.0,4,80,0,6.0,0,3,2.0,0,2,2
,No,Non-Travel,1169,Research & Development,14,4.0,Technical Degree,1,1934,,Male,64,3,2,,,,,2125,8,Y,No,18,3.0,3,80,1,16.0,4,4,8.0,7,1,7
56.0,No,Travel_Rarely,1443,Sales,11,,Marketing,1,1935,,Female,89,2,2,Sales Executive,1.0,,5380.0,20328,4,Y,No,16,3.0,3,80,1,6.0,3,3,,0,0,0
39.0,No,Travel_Rarely,867,,9,,Medical,1,1936,,Male,87,3,2,Manufacturing Director,1.0,Married,,12315,1,Y,No,25,,4,80,1,,3,3,10.0,0,7,9
38.0,No,Travel_Frequently,1394,Research & Development,8,,Medical,1,1937,,Female,58,2,2,,,Divorced,,18115,1,Y,Yes,16,3.0,3,80,1,,3,3,20.0,11,0,7
,,Travel_Rarely,605,Sales,21,3.0,Life Sciences,1,1938,,Female,72,3,4,,4.0,Married,17875.0,11761,4,Y,Yes,13,,3,80,1,,2,2,1.0,0,0,0
,Yes,Travel_Frequently,238,Research & Development,5,2.0,Life Sciences,1,1939,1.0,Female,47,4,1,Research Scientist,,Single,2432.0,15318,3,Y,Yes,14,,1,80,0,,2,3,4.0,1,0,3
,,Travel_Rarely,1206,,9,2.0,Life Sciences,1,1940,2.0,Male,71,3,1,Research Scientist,4.0,,,14293,2,Y,No,19,,4,80,2,10.0,0,4,,2,0,3
49.0,No,Travel_Frequently,1064,,2,1.0,Life Sciences,1,1941,,Male,42,3,5,,,Married,,13738,3,Y,No,15,3.0,4,80,0,,3,3,,4,4,3
,No,Travel_Rarely,419,,12,4.0,Marketing,1,1943,2.0,Male,77,3,2,,4.0,,5087.0,2900,3,Y,Yes,12,,3,80,2,14.0,4,3,0.0,0,0,0
27.0,Yes,Travel_Frequently,1337,Human Resources,22,3.0,Human Resources,1,1944,,Female,58,2,1,Human Resources,,Married,2863.0,19555,1,Y,No,12,3.0,1,80,0,,2,3,,0,0,0
35.0,No,Travel_Rarely,682,,18,4.0,Medical,1,1945,2.0,Male,71,3,2,,,Married,5561.0,15975,0,Y,No,16,3.0,4,80,1,6.0,2,1,,3,0,4
,No,Non-Travel,1103,Research & Development,16,3.0,Medical,1,1947,3.0,Male,49,3,1,Research Scientist,,Single,2144.0,2122,1,Y,No,14,3.0,3,80,0,,3,2,,3,1,4
31.0,No,Non-Travel,976,Research & Development,3,2.0,Medical,1,1948,3.0,Male,48,3,1,Research Scientist,,Divorced,3065.0,3995,1,Y,Yes,13,,4,80,1,4.0,3,4,4.0,2,2,3
,No,Non-Travel,1351,,9,4.0,Life Sciences,1,1949,1.0,Male,66,4,1,,2.0,,2810.0,9238,1,Y,No,22,,2,80,0,5.0,3,3,5.0,4,0,2
34.0,,Travel_Rarely,937,Sales,1,,Marketing,1,1950,,Male,32,3,3,Sales Executive,4.0,Single,,6770,1,Y,No,21,,1,80,0,,3,2,,8,2,1
34.0,No,Travel_Rarely,1239,,13,,Medical,1,1951,4.0,Male,39,3,3,,3.0,Divorced,8628.0,22914,1,Y,No,18,3.0,3,80,1,,2,2,,7,1,1
26.0,,Travel_Rarely,157,Research & Development,1,3.0,Medical,1,1952,3.0,Male,95,3,1,Laboratory Technician,1.0,Single,2867.0,20006,0,Y,No,13,,4,80,0,,6,2,7.0,7,7,6
,,Travel_Rarely,136,Research & Development,1,3.0,Life Sciences,1,1954,1.0,Male,89,3,2,,1.0,,,6225,0,Y,No,12,3.0,1,80,1,,5,2,5.0,3,0,2
,No,Non-Travel,1146,Research & Development,15,4.0,Medical,1,1955,3.0,Female,34,3,2,,,Divorced,,16542,5,Y,No,18,3.0,2,80,1,9.0,6,3,,1,1,2
,No,Travel_Frequently,1125,,1,,Life Sciences,1,1956,,Male,48,1,2,,,Married,5003.0,5771,1,Y,No,21,4.0,2,80,0,,6,3,,8,8,7
28.0,,Travel_Rarely,1404,Research & Development,17,,Technical Degree,1,1960,3.0,Male,32,2,1,Laboratory Technician,,Divorced,2367.0,18779,5,Y,No,12,3.0,1,80,1,6.0,2,2,,1,0,3
38.0,No,Travel_Rarely,1404,,1,3.0,Life Sciences,1,1961,,Male,59,2,1,Sales Representative,1.0,,2858.0,11473,4,Y,No,14,3.0,1,80,0,20.0,3,2,1.0,0,0,0
,,Travel_Rarely,1224,Sales,7,,Life Sciences,1,1962,,Female,55,3,2,Sales Executive,4.0,Married,5204.0,13586,1,Y,Yes,11,,4,80,0,,2,3,,8,0,9
27.0,No,Travel_Rarely,954,Sales,9,,Marketing,1,1965,4.0,Male,44,3,2,Sales Executive,4.0,Single,,5099,1,Y,No,14,3.0,1,80,0,7.0,5,3,,7,0,7
32.0,No,Travel_Rarely,1373,,5,4.0,Life Sciences,1,1966,,Male,56,2,2,,,Single,,10138,8,Y,No,24,4.0,2,80,0,8.0,1,3,1.0,0,0,0
31.0,Yes,Travel_Frequently,754,Sales,26,,Marketing,1,1967,1.0,Male,63,3,2,Sales Executive,4.0,,,21075,1,Y,Yes,11,3.0,3,80,0,10.0,4,3,10.0,7,0,8
53.0,,Travel_Rarely,1168,,24,,Life Sciences,1,1968,1.0,Male,66,3,3,,1.0,Single,10448.0,5843,6,Y,Yes,13,,2,80,0,15.0,2,2,,2,2,2
54.0,No,Travel_Rarely,155,Research & Development,9,2.0,Life Sciences,1,1969,,Female,67,3,2,Research Scientist,,Married,,22474,3,Y,No,11,3.0,3,80,2,9.0,6,2,4.0,3,2,3
33.0,No,Travel_Frequently,1303,,7,,Life Sciences,1,1970,4.0,Male,36,3,2,Healthcare Representative,3.0,Divorced,5968.0,18079,1,Y,No,20,4.0,3,80,3,,2,3,9.0,7,2,8
43.0,No,Travel_Rarely,574,Research & Development,11,,Life Sciences,1,1971,,Male,30,3,3,,3.0,Married,7510.0,16873,1,Y,No,17,,2,80,1,,1,3,10.0,9,0,9
,,Travel_Frequently,1444,Human Resources,1,4.0,Other,1,1972,4.0,Male,88,3,1,,2.0,,2991.0,5224,0,Y,Yes,11,3.0,2,80,1,7.0,2,3,6.0,2,1,2
,No,Travel_Rarely,189,Human Resources,26,4.0,Human Resources,1,1973,3.0,Male,71,4,5,,2.0,Married,,25811,4,Y,Yes,18,3.0,1,80,1,35.0,0,3,10.0,9,1,4
31.0,,Travel_Rarely,1276,,2,,Medical,1,1974,4.0,Female,59,1,1,,4.0,,1129.0,17536,1,Y,Yes,11,3.0,3,80,3,1.0,4,3,1.0,0,0,0
39.0,,Travel_Rarely,119,Sales,15,4.0,Marketing,1,1975,2.0,Male,77,3,4,Sales Executive,1.0,Single,,25098,0,Y,No,12,,1,80,0,,3,3,20.0,8,11,10
,No,Non-Travel,335,,23,2.0,Life Sciences,1,1976,,Male,37,2,2,Research Scientist,,Single,4332.0,14811,1,Y,No,12,3.0,4,80,0,20.0,2,3,20.0,9,3,7
31.0,,Non-Travel,697,,10,3.0,Medical,1,1979,3.0,Female,40,3,3,Research Director,,Married,11031.0,26862,4,Y,No,20,4.0,3,80,1,13.0,2,4,,7,4,8
54.0,,Travel_Rarely,157,,10,3.0,Medical,1,1980,,Female,77,3,2,Manufacturing Director,,Single,,25198,6,Y,Yes,19,,4,80,0,,3,3,5.0,2,1,4
